frame,seconds_from_anchor,x_m,y_m,source
108,1.2,-23.085981314900565,3.461760189510684,observed
109,1.2333333333333334,-23.024276917741986,3.504251148689812,interpolated
110,1.2666666666666666,-22.962572520583407,3.54674210786894,observed
111,1.3,-22.962572520583407,3.54674210786894,observed
112,1.3333333333333333,-22.705166160434544,3.690607647474399,interpolated
113,1.3666666666666667,-22.447759800285677,3.8344731870798574,interpolated
114,1.4,-22.19035344013681,3.9783387266853163,interpolated
115,1.4333333333333333,-21.932947079987947,4.122204266290775,observed
116,1.4666666666666666,-21.96045958641647,4.176167004789952,interpolated
117,1.5,-21.98797209284499,4.230129743289129,interpolated
118,1.5333333333333334,-22.015484599273513,4.2840924817883055,observed
119,1.5666666666666667,-22.086244686243518,4.418718189782247,observed
120,1.6,-22.086244686243518,4.418718189782247,observed
121,1.6333333333333333,-22.086244686243518,4.418718189782247,observed
122,1.6666666666666667,-21.89347045370664,4.529979867886558,interpolated
123,1.7,-21.700696221169764,4.641241545990869,interpolated
124,1.7333333333333334,-21.507921988632887,4.752503224095181,interpolated
125,1.7666666666666666,-21.315147756096014,4.863764902199492,interpolated
126,1.8,-21.122373523559137,4.975026580303803,interpolated
127,1.8333333333333333,-20.92959929102226,5.086288258408114,observed
128,1.8666666666666667,-20.766454289085132,5.14375419826411,observed
129,1.9,-20.640411455034688,5.183552142615407,interpolated
130,1.9333333333333333,-20.514368620984243,5.223350086966704,observed
131,1.9666666666666666,-20.425427954820485,5.2454800358133,observed
132,2.0,-20.4014542352062,5.339441403648442,observed
133,2.033333333333333,-20.229444503212385,5.346784704663223,observed
134,2.066666666666667,-20.001796416015054,5.4083297678019875,interpolated
135,2.1,-19.774148328817727,5.4698748309407526,observed
136,2.1333333333333333,-19.585771694414028,5.50263955429746,observed
137,2.1666666666666665,-19.537465724902145,5.612950731991077,observed
138,2.2,-19.400201440298872,5.678838568316245,interpolated
139,2.2333333333333334,-19.262937155695596,5.744726404641411,observed
140,2.2666666666666666,-19.229053118211095,5.744726404641411,observed
141,2.3,-18.858421576436477,5.77988688556947,interpolated
142,2.3333333333333335,-18.48779003466186,5.815047366497529,observed
143,2.3666666666666667,-18.232678495190953,5.848846060994552,observed
144,2.4,-18.127079765607846,5.8816252397849365,observed
145,2.433333333333333,-18.10902069736707,5.895485792846288,observed
146,2.466666666666667,-18.078865941591957,5.932208429695041,observed
147,2.5,-17.960684319668392,5.975637678160776,observed
148,2.533333333333333,-17.75201049289652,5.976300630090805,observed
149,2.566666666666667,-17.722315553410226,6.047195926894343,observed
150,2.6,-17.61975395543526,6.131270549507697,observed
151,2.6333333333333333,-17.501016250568483,6.131270549507697,observed
152,2.6666666666666665,-17.435509349035975,6.137681839338156,observed
153,2.7,-17.380947947795956,6.137790987557995,observed
154,2.7333333333333334,-17.287711996788662,6.162114300522621,observed
155,2.7666666666666666,-17.250242611817335,6.162114300522621,observed
156,2.8,-16.990592279889913,6.162114300522621,observed
157,2.8333333333333335,-16.885557674080527,6.162114300522621,observed
158,2.8666666666666667,-16.586358379198206,6.185026569430188,observed
159,2.9,-16.518181408566182,6.176707999984008,observed
160,2.933333333333333,-16.490037234941443,6.176707999984008,observed
161,2.966666666666667,-16.33624423810457,6.176707999984008,observed
162,3.0,-16.33082559120292,6.176707999984008,observed
163,3.033333333333333,-16.324226713721803,6.180867284707098,observed
164,3.066666666666667,-16.050134984921122,6.13526091642321,observed
165,3.1,-15.707599992298196,6.066268182920661,observed
166,3.1333333333333333,-15.64404998239731,6.066268182920661,interpolated
167,3.1666666666666665,-15.580499972496423,6.066268182920661,observed
168,3.2,-15.505566498672781,6.100573624413496,observed
169,3.2333333333333334,-15.439751788568035,6.128115155343217,observed
170,3.2666666666666666,-15.428148206292544,6.148896894721854,observed
171,3.3,-15.316397520325205,6.153569145854052,observed
172,3.3333333333333335,-15.359421409188622,6.162156267292058,observed
173,3.3666666666666667,-15.275653262510252,6.162156267292058,observed
174,3.4,-15.250202753001942,6.153569145854052,observed
175,3.433333333333333,-15.240163307900431,6.148896894721854,observed
176,3.466666666666667,-14.868336649545991,6.1012388031719516,observed
177,3.5,-14.791251238600442,6.092387487726583,observed
178,3.533333333333333,-14.585516431580821,6.069867631374497,observed
179,3.566666666666667,-14.585516431580821,6.069867631374497,observed
180,3.6,-14.437203794391168,6.069867631374497,observed
181,3.6333333333333333,-14.430089694689498,6.069867631374497,observed
182,3.6666666666666665,-14.407851215126367,6.06811567903378,observed
183,3.7,-14.36289677541072,6.06811567903378,observed
184,3.7333333333333334,-14.281659153661998,6.06811567903378,observed
185,3.7666666666666666,-14.172427483858497,6.075515853840886,observed
186,3.8,-13.978473357972524,6.06811567903378,observed
187,3.8333333333333335,-13.922642638514535,6.044787122744416,observed
188,3.8666666666666667,-13.877893286259342,5.986693350728797,observed
189,3.9,-13.639093335147518,5.979983939796961,observed
190,3.933333333333333,-13.598274377510721,5.973949118681359,observed
191,3.966666666666667,-13.596442323976245,5.973949118681359,observed
192,4.0,-13.583585449036972,5.971413639985895,observed
193,4.033333333333333,-13.449739664020589,5.94759161126072,observed
194,4.066666666666666,-13.411730904635826,5.941836412242455,observed
195,4.1,-13.069062821243044,5.863799778098902,observed
196,4.133333333333334,-13.049804671778524,5.8222285485388525,observed
197,4.166666666666667,-13.045539092937066,5.818400628492708,observed
198,4.2,-13.031232437124892,5.8163937017242215,observed
199,4.233333333333333,-12.875825320218869,5.809464756854164,observed
200,4.266666666666667,-12.874303132340035,5.805362366995297,observed
201,4.3,-12.86993530269629,5.797318419417222,observed
202,4.333333333333333,-12.809285631752791,5.788553302792188,observed
203,4.366666666666666,-12.748970651121954,5.782682376060274,interpolated
204,4.4,-12.68865567049112,5.776811449328359,observed
205,4.433333333333334,-12.614553457675608,5.762816424502249,observed
206,4.466666666666667,-12.57300857875158,5.742041212755891,observed
207,4.5,-12.563928795120143,5.728342731277639,observed
208,4.533333333333333,-12.436691757164528,5.7210567500257135,observed
209,4.566666666666666,-12.4016185914783,5.705028068632979,observed
210,4.6,-12.334063850306853,5.704514588288861,observed
211,4.633333333333334,-12.264576901072704,5.697302188277801,observed
212,4.666666666666667,-12.24872288923452,5.665230183652964,observed
213,4.7,-12.082296871634089,5.6285045202307495,observed
214,4.733333333333333,-12.036152255533814,5.627014637160805,observed
215,4.766666666666667,-11.877790869460622,5.554435873503053,observed
216,4.8,-11.779644377813119,5.536493695594669,observed
217,4.833333333333333,-11.748469314351281,5.527678307517519,observed
218,4.866666666666666,-11.746858726092666,5.51566434845533,observed
219,4.9,-11.743233972422981,5.508641544228994,observed
220,4.933333333333334,-11.640471920548077,5.508641544228994,observed
221,4.966666666666667,-11.636867693203554,5.499142991856276,observed
222,5.0,-11.600974117415202,5.486891660418981,observed
223,5.033333333333333,-11.531349057737366,5.469706463943137,observed
224,5.066666666666666,-11.443057464500859,5.449791516198858,observed
225,5.1,-11.31717886376164,5.410472120338865,interpolated
226,5.133333333333334,-11.191300263022423,5.371152724478872,observed
227,5.166666666666667,-11.166505306507332,5.36112392743401,observed
228,5.2,-11.140702228800503,5.355995822376867,observed
229,5.233333333333333,-11.13003475359975,5.354360392998849,observed
230,5.266666666666667,-11.074480847620956,5.338323426529596,observed
231,5.3,-10.910775042873457,5.323537878742946,observed
232,5.333333333333333,-10.89060557102977,5.31217960028816,observed
233,5.366666666666666,-10.88658922345425,5.280118009554657,observed
234,5.4,-10.722759294377397,5.270116867110739,observed
235,5.433333333333334,-10.717550538388796,5.270116867110739,observed
236,5.466666666666667,-10.674339198046143,5.270116867110739,observed
237,5.5,-10.61116878210425,5.268853056766069,observed
238,5.533333333333333,-10.54730166329105,5.238560170984012,observed
239,5.566666666666666,-10.483427249764032,5.206152346690198,observed
240,5.6,-10.45279913708188,5.201386782575029,observed
241,5.633333333333334,-10.391618012481125,5.20107138644921,observed
242,5.666666666666667,-10.31516538409457,5.179117803913134,observed
243,5.7,-10.286792287476963,5.163258903581097,observed
244,5.733333333333333,-10.23713425794258,5.143854945482716,observed
245,5.766666666666667,-10.161522645307675,5.125980798753379,observed
246,5.8,-10.112810249684633,5.121175311978172,observed
247,5.833333333333333,-9.959117162961238,5.0434687831910425,observed
248,5.866666666666666,-9.884165955124999,5.025173693110543,observed
249,5.9,-9.787514135924997,4.985471038132241,observed
250,5.933333333333334,-9.717816031808615,4.978816631315281,observed
251,5.966666666666667,-9.59831503722759,4.946217269348295,observed
252,6.0,-9.445225231098194,4.913846163502085,observed
253,6.033333333333333,-9.444768710740423,4.887130694706186,observed
254,6.066666666666666,-9.360987086137676,4.876579537964529,observed
255,6.1,-9.357607057897987,4.873259859724166,observed
256,6.133333333333334,-9.313058060230066,4.8702556665003405,observed
257,6.166666666666667,-9.228648090100522,4.847398034592162,observed
258,6.2,-9.168440755598308,4.834225813818173,observed
259,6.233333333333333,-9.078029561832103,4.795514245604147,observed
260,6.266666666666667,-8.980526807539407,4.77980487104093,observed
261,6.3,-8.881093845188543,4.765903984015887,observed
262,6.333333333333333,-8.82048737974649,4.765338490216714,observed
263,6.366666666666666,-8.786796674146553,4.762753909787508,observed
264,6.4,-8.610925053021818,4.692853257721281,observed
265,6.433333333333334,-8.589102678058657,4.678799923663695,observed
266,6.466666666666667,-8.535662832618153,4.66386437339699,observed
267,6.5,-8.431382302833969,4.6324373296774235,observed
268,6.533333333333333,-8.368709676531783,4.5898043695645345,observed
269,6.566666666666666,-8.316259869230052,4.568939966779142,observed
270,6.6,-8.187144973887657,4.50905877686415,observed
271,6.633333333333334,-8.146139002277089,4.506519876343428,observed
272,6.666666666666667,-8.022270483150887,4.481664701031382,observed
273,6.7,-8.016943225244704,4.44868400382749,observed
274,6.733333333333333,-8.007869479098709,4.445566425047661,observed
275,6.766666666666667,-7.848175246493689,4.3941644976650345,observed
276,6.8,-7.837162294959417,4.383998931537517,observed
277,6.833333333333333,-7.837162294959417,4.383998931537517,observed
278,6.866666666666666,-7.837162294959417,4.383998931537517,observed
279,6.9,-7.833868813024315,4.3523044606905765,observed
280,6.933333333333334,-7.81285138885859,4.309483937424817,observed
281,6.966666666666667,-7.81285138885859,4.309483937424817,observed
282,7.0,-7.61926255270289,4.305838861652615,interpolated
283,7.033333333333333,-7.425673716547189,4.302193785880412,observed
284,7.066666666666666,-7.401116680140382,4.295136626002899,observed
285,7.1,-7.340798564681515,4.2859674467488595,observed
286,7.133333333333334,-7.292725806611293,4.277525762119232,observed
287,7.166666666666667,-7.292725806611293,4.270157401927859,observed
288,7.2,-7.28442058809558,4.264607743505934,observed
289,7.233333333333333,-7.279324910453198,4.2421902601522286,observed
290,7.266666666666667,-7.261155976915333,4.236949747050622,observed
291,7.3,-7.210657620421574,4.205875992876179,observed
292,7.333333333333333,-7.177197500110712,4.194322760541087,observed
293,7.366666666666666,-7.1247545426222105,4.185955508048076,observed
294,7.4,-7.111459583322642,4.177936446902016,observed
295,7.433333333333334,-7.111459583322642,4.177936446902016,observed
296,7.466666666666667,-7.105525356021758,4.177895920860915,observed
297,7.5,-7.099591128720874,4.177855394819814,observed
298,7.533333333333333,-7.105229156153359,4.181905451433945,observed
